Company,Bean_Origin,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Bean_Origin
Luker,Macondo,2010,60,Colombia,3,,"Colombia, Ecuador"
Luker,Misterio,2010,58,Colombia,3,,"Colombia, Ecuador"
Luker,Santander,2010,65,Colombia,"3,5",,Colombia
Machu Picchu Trading Co.,Peru,2011,70,Peru,"1,5",,Peru
Machu Picchu Trading Co.,Peru,2010,55,Peru,"2,25",,Peru
Madecasse (Cinagra),Madagascar,2008,67,Madagascar,"3,5",Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,2008,70,Madagascar,"3,75",Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,2008,63,Madagascar,4,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,2008,75,Madagascar,"3,5",Trinitario,Madagascar
Madre,Guadalcanal,2017,73,U.S.A.,"3,5",,Solomon Islands
Madre,Puerto Rico,2013,70,U.S.A.,"2,75",,Puerto Rico
Madre,Brazil,2013,70,U.S.A.,"3,5",,Brazil
Madre,"Choobua, Kona",2013,70,U.S.A.,"2,75",,Hawaii
Madre,"Xocunusco, Chiapas, Pichucalco",2013,70,U.S.A.,"2,75",,Mexico
Madre,"Hamakua Coast, Kokoleka",2012,70,U.S.A.,"3,25",,Hawaii
Madre,"Criollo, Hawaii",2012,70,U.S.A.,"3,25",Criollo,Hawaii
Madre,Kaua'i,2012,70,U.S.A.,"3,5",,Hawaii
Madre,Dominican,2011,70,U.S.A.,"2,5",,Dominican Republic
Madre,Upala,2011,70,U.S.A.,"2,75",,Costa Rica
Madre,"Chiapas, Triple Cacao",2010,72,U.S.A.,"2,75",,Mexico
Maglio,Africa,2008,75,Italy,2,,Tanzania
Maglio,Ecuador,2008,70,Italy,3,Forastero (Nacional),Ecuador
Maglio,Cuba,2008,70,Italy,"3,25",Criollo,Cuba
Maglio,Santo Domingo,2008,70,Italy,"3,75","Blend-Forastero,Criollo",Dominican Republic
Majani,Ecuador,2010,70,Italy,2,,Ecuador
Malagasy (Chocolaterie Robert),Sambirano 2006,2007,75,Madagascar,"2,75",Trinitario,Madagascar
Malagasy (Chocolaterie Robert),Mora Mora 2006,2007,73,Madagascar,"3,5",Trinitario,Madagascar
Malagos,"Davao, Mt. Talamo foothills",2013,65,Philippines,"3,5",Trinitario,Philippines
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",2010,55,U.S.A.,"3,5",,Hawaii
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",2009,55,U.S.A.,"2,75",Blend,Hawaii
Malmo,Chuao,2016,70,Sweden,3,,Venezuela
Mana,Ecuador,2015,74,U.S.A.,"2,5",,Ecuador
Mana,Peru,2014,74,U.S.A.,"2,5",,Peru
Mana,Venezuela,2014,74,U.S.A.,"2,75",,Venezuela
Mana,Conacado,2012,74,U.S.A.,"3,75",,Dominican Republic
Manifesto Cacao,Colombia,2014,70,Colombia,"2,75",,Colombia
Manoa,Markham Valley,2015,72,U.S.A.,"3,5",,Papua New Guinea
Manoa,Coto Brus,2015,72,U.S.A.,"3,75",,Costa Rica
Manoa,"Waiahole, O'ahu",2013,72,U.S.A.,"3,75",,Hawaii
Manoa,"Liberia, #174",2012,72,U.S.A.,"3,25",,Liberia
Manoa,"Hamakua, Hawaiian Crown, #176",2012,72,U.S.A.,"2,75",,Hawaii
Manoa,Piura,2012,72,U.S.A.,3,,Peru
Manoa,"Oahu, Winward, #151, Maunawili district",2012,72,U.S.A.,"3,25",,Hawaii
Manufaktura Czekolady,Johe,2016,70,Poland,"3,75",,Nicaragua
Manufaktura Czekolady,Peru,2016,70,Poland,"3,5",,Peru
Manufaktura Czekolady,Porcelana,2014,70,Poland,"3,75",Criollo,Venezuela
Manufaktura Czekolady,Kolumbia,2014,85,Poland,"3,5",,Colombia
Manufaktura Czekolady,Grand Cru Dominican Republic,2012,70,Poland,"3,25",,Dominican Republic
Manufaktura Czekolady,Grand Cru Ghana,2012,70,Poland,"3,5",Forastero,Ghana
Manufaktura Czekolady,Grand Cru Ecuador,2012,70,Poland,"3,25",,Ecuador
Map Chocolate,"Ben Tre, Surprise Valley",2016,75,U.S.A.,"3,25",Trinitario,Vietnam
Map Chocolate,"ROIG, 2014",2015,70,U.S.A.,"3,5","Criollo, Trinitario",Dominican Republic
Map Chocolate,"Maranon, 2014",2015,62,U.S.A.,"3,5",Forastero (Nacional),Peru
Map Chocolate,Ecuador,2015,70,U.S.A.,"3,5",Trinitario,Ecuador
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",2015,70,U.S.A.,"2,75",Trinitario,Trinidad
Map Chocolate,"A case of the Xerces Blues, triple roast",2015,70,U.S.A.,"3,5",,Nicaragua
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",2015,68,U.S.A.,"3,5",Criollo,Peru
Map Chocolate,Colombia,2015,75,U.S.A.,"2,75",,Colombia
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",2015,72,U.S.A.,3,,Tanzania
Map Chocolate,Le Chocolat Chaud,2015,78,U.S.A.,"3,5",,Honduras
Marana,Piura,2016,70,Peru,3,,Peru
Marana,Cusco,2016,70,Peru,"2,75",,Peru
Marana,San Martin,2016,70,Peru,3,,Peru
Marigold's Finest,Cacao Nib Crunch,2016,75,Canada,"3,25",,
Marou,"Tan Phu Dong Island, Heart of Darkness",2015,85,Vietnam,"3,25",Trinitario,Vietnam
Marou,Ben Tre,2015,68,Vietnam,"3,5",Trinitario,Vietnam
Marou,"Dak Lak, Batch 2451",2015,70,Vietnam,"3,75",Trinitario,Vietnam
Marou,"Tan Phu Dong, Treasure Island",2013,75,Vietnam,"3,5",Trinitario,Vietnam
Marou,Ba Ria,2012,76,Vietnam,"3,5",Trinitario,Vietnam
Marou,Dong Nai,2012,72,Vietnam,"3,5",Trinitario,Vietnam
Marou,"Tien Giang, Gao Co-op",2012,70,Vietnam,"3,5",Trinitario,Vietnam
Marou,Ben Tre,2012,78,Vietnam,"3,5",Trinitario,Vietnam
Marou,Tien Giang,2012,80,Vietnam,3,Trinitario,Vietnam
Marou,Lam Dong,2012,74,Vietnam,"3,5",Trinitario,Vietnam
Mars,"Matina 1-6, prototype",2010,65,U.S.A.,3,,Costa Rica
Mars,Ivory Coast,2010,65,U.S.A.,3,,Ivory Coast
Mars,Nigeria,2010,65,U.S.A.,"3,25",,Nigeria
Mars,"Ghana, prototype",2010,65,U.S.A.,"3,5",Forastero,Ghana
Marsatta,Dominican Republic,2013,74,U.S.A.,"2,25",,Dominican Republic
Marsatta,Dominican Republic,2013,89,U.S.A.,"2,5",,Dominican Republic
Martin Mayer,Alto Beni,2016,76,Austria,"2,75",,Bolivia
Martin Mayer,Pisa,2016,82,Austria,3,,Haiti
Martin Mayer,Tumaco,2016,74,Austria,"3,25",,Colombia
Mast Brothers,Guatemala,2015,76,U.S.A.,3,,Guatemala
Mast Brothers,Tanzania,2015,74,U.S.A.,"3,25",,Tanzania
Mast Brothers,French Laundry 20th Anniversary,2014,75,U.S.A.,"3,75",Blend,"Peru, Belize"
Mast Brothers,Shake Shack,2012,73,U.S.A.,"3,5",Blend,"Peru, Mad., Dom. Rep."
Mast Brothers,Madagascar,2012,72,U.S.A.,"2,5",Trinitario,
Mast Brothers,Chuao,2012,73,U.S.A.,"2,75",Trinitario,Venezuela
Mast Brothers,Brooklyn Blend,2011,72,U.S.A.,"3,5",,
Mast Brothers,"Chuao, Med. Roast",2011,76,U.S.A.,3,Trinitario,Venezuela
Mast Brothers,"Chuao, Dark Roast",2011,70,U.S.A.,3,Trinitario,Venezuela
Mast Brothers,"Chuao, Light Roast",2011,81,U.S.A.,"2,75",Trinitario,Venezuela
Mast Brothers,Moho River,2011,70,U.S.A.,"3,5",Trinitario,Belize
Mast Brothers,Papua New Guinea,2011,71,U.S.A.,"2,75",,Papua New Guinea
Mast Brothers,San Martin,2011,75,U.S.A.,3,,Peru
Mast Brothers,Conacado,2011,73,U.S.A.,"3,25",,Dominican Republic
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",2011,74,U.S.A.,"3,75",,Dominican Republic
Mast Brothers,Patanemo,2010,81,U.S.A.,"2,75",Criollo,Venezuela
Mast Brothers,Ocumare de la Costa,2010,75,U.S.A.,3,,Venezuela
Mast Brothers,"Dominican Republic, Coop",2010,70,U.S.A.,"3,25",,Dominican Republic
Matale,"Malekula P., 2013",2013,72,Australia,"3,5",Trinitario,Vanuatu
Matale,"Somia, 2013",2013,68,Australia,4,Trinitario,Madagascar
Matale,"Kulili P., 2013",2013,74,Australia,4,Trinitario,Papua New Guinea
Matale,Blend,2013,70,Australia,"3,75",Trinitario,"PNG, Vanuatu, Mad"
Maverick,Maya Mountain,2014,70,U.S.A.,"3,25",Trinitario,Belize
Maverick,Elvesia,2014,70,U.S.A.,"3,25",,Dominican Republic
Maverick,Tumbes,2014,82,U.S.A.,"3,25",Criollo,Peru
Maverick,"Morropon, Norandiono Coop, Piura",2014,63,U.S.A.,"3,5",Criollo,Peru
Mayacama,Hispaniola,2016,72,U.S.A.,3,,Domincan Republic
Meadowlands,Bolivia,2014,70,U.S.A.,"2,5",,Bolivia
Meadowlands,Venezuela,2014,70,U.S.A.,"2,75",,Venezuela
Meadowlands,Belize,2014,70,U.S.A.,3,Trinitario,Belize
Meadowlands,"Nicaragua, w/ inbs",2014,70,U.S.A.,3,,Nicaragua
Meadowlands,Dominican Republic,2014,70,U.S.A.,"3,5",,Dominican Republic
Menakao (aka Cinagra),Madagascar,2012,80,Madagascar,"2,5",Trinitario,Madagascar
Menakao (aka Cinagra),Madagascar,2012,72,Madagascar,"2,5",Trinitario,Madagascar
Mesocacao,El Salvador,2015,80,Honduras,"2,75",,El Salvador
Mesocacao,El Salvador,2015,70,Honduras,3,,El Salvador
Mesocacao,Honduras,2014,80,Honduras,"3,25",,Honduras
Mesocacao,Honduras,2014,70,Honduras,"3,5",,Honduras
Mesocacao,"La Tronca, Matagalpa",2014,70,Honduras,"3,25",,Nicaragua
Mesocacao,"La Tronca, Matagalpa",2014,80,Honduras,"3,5",,Nicaragua
Metiisto,"Fazenda Sempre Firme P., Bahia",2014,70,Sweden,3,,Brazil
Metiisto,Akesson Estate,2014,72,Sweden,"3,5",Trinitario,Madagascar
Metropolitan,South America,2015,70,Amsterdam,"3,5",Trinitario,South America
Michel Cluizel,"Chiapas, Mokaya P.",2012,66,France,"3,75",,Mexico
Michel Cluizel,"Carenero Superior, Concepcion",2007,66,France,"3,5",Trinitario,Venezuela
Michel Cluizel,Vila Gracinda,2007,67,France,"3,5",Forastero,Sao Tome
Michel Cluizel,Carre Amer,2006,60,France,2,,
Michel Cluizel,Carre Grand Noir,2006,85,France,2,,
Michel Cluizel,Tamarina,2006,70,France,3,Forastero,Sao Tome
Michel Cluizel,Los Ancones P.,2006,67,France,4,,Dominican Republic
Michel Cluizel,Mangaro P.,2006,65,France,4,Trinitario,Madagascar
Michel Cluizel,Maralumi P.,2006,64,France,4,,Papua New Guinea
Michel Cluizel,Noir Infini,2006,99,France,2,,
Middlebury,Maya Mountain,2015,80,U.S.A.,"3,5",Trinitario,Belize
Middlebury,San Juan Estate,2015,70,U.S.A.,"3,5",Trinitario,Trinidad
Middlebury,Oko Caribe,2015,75,U.S.A.,"3,75",,Dominican Republic
Middlebury,"Patanemo, Epoch, Donaldo",2015,75,U.S.A.,"3,75",,Venezuela
Middlebury,Kokoa Kamili,2015,75,U.S.A.,"3,25",,Tanzania
Middlebury,"Matagalpa, Cacao Bisiesto",2015,70,U.S.A.,"3,5",,Nicaragua
Middlebury,La Red,2013,75,U.S.A.,"2,5",,Dominican Republic
Middlebury,Belize,2013,80,U.S.A.,"3,25",Trinitario,Belize
Middlebury,Houseblend,2012,65,U.S.A.,"1,5",,
Middlebury,Alto Beni,2012,75,U.S.A.,2,Criollo,Bolivia
Middlebury,"Balinese, Java",2012,70,U.S.A.,"2,5",Criollo,Indonesia
Millcreek Cacao Roasters,Ecuador,2013,70,U.S.A.,"2,5",Forastero (Nacional),Ecuador
Millcreek Cacao Roasters,Ecuador,2012,70,U.S.A.,"3,5",,Ecuador
Mindo,Ecuador,2010,67,U.S.A.,"2,75",,Ecuador
Mindo,Ecuador,2010,77,U.S.A.,"2,75",,Ecuador
Minimal,"Acul-du-Nord, 2015",2016,70,Japan,"3,5","Criollo, Trinitario",Haiti
Mission,"Fazenda Camboa, Bahia",2016,75,Brazil,"3,75",,Brazil
Mission,"Bahia, Fazenda Venturosa",2015,70,Brazil,"3,5",Forastero (Parazinho),Brazil
Mita,Tumaco,2012,65,Colombia,"2,5",,Colombia
Moho,"Toledo District, w/ nibs",2013,73,U.S.A.,"3,25",Trinitario,Belize
Moho,Toledo District,2013,72,U.S.A.,3,Trinitario,Belize
Moho,"Umoho R., Toledo District, San Felipe",2010,67,U.S.A.,"2,75",Trinitario,Belize
Molucca,La Red,2015,70,U.S.A.,3,,Domincan Republic
Molucca,Indonesia,2015,70,U.S.A.,"2,75",,Indonesia
Molucca,Peru,2015,70,U.S.A.,"3,25",,Peru
Momotombo,Matagalpa,2011,70,Nicaragua,"2,75",,Nicaragua
Momotombo,Mombacho,2011,70,Nicaragua,"2,75",,Nicaragua
Momotombo,Oscuro,2011,70,Nicaragua,"3,25",,Nicaragua
Monarque,Oko Caribe,2016,72,Canada,"3,5",,Dominican Republic
Monsieur Truffe,Papaua New Guinea,2014,70,Australia,"3,25",,Papua New Guinea
Montecristi,Manabi,2015,70,Ecuador,"3,25",,Ecuador
Montecristi,Manabi,2015,63,Ecuador,"3,5",,Ecuador
Montecristi,Manabi,2015,85,Ecuador,"3,5",,Ecuador
Muchomas (Mesocacao),Nicaragua,2015,70,U.S.A.,"3,5",,Nicaragua
Muchomas (Mesocacao),Nicaragua,2015,80,U.S.A.,"3,5",,Nicaragua
Mutari,"Kokoa Kamili, batch 1 SRB",2016,68,U.S.A.,"2,75",,Tanzania
Mutari,"Oko Caribe, batch 1 SRB",2016,71,U.S.A.,"2,75",,Domincan Republic
Mutari,"Ambanja, batch 1 SRB",2016,68,U.S.A.,"2,75",,Madagascar
Mutari,"Tien Giang, batch 1 SRB",2016,80,U.S.A.,3,Trinitario,Vietnam
Nahua,"Costa Rica, Oscuro",2013,58,Costa Rica,"2,5",,Costa Rica
Nahua,"Costa Rica, Oscuro",2013,70,Costa Rica,3,,Costa Rica
Naive,Trinidad & Tobago,2013,70,Lithuania,"3,75",,"Trinidad, Tobago"
Naive,"Maranon Canyon, Fortunato No. 4",2013,78,Lithuania,"3,75",Forastero (Nacional),Peru
Naive,Grenada,2012,71,Lithuania,"2,5",Trinitario,Grenada
Na�ve,Nicaragua,2014,70,Lithuania,"3,25",Criollo,Nicaragua
Na�ve,Chuao,2014,75,Lithuania,"2,75",Trinitario,Venezuela
Na�ve,Barinas,2014,70,Lithuania,3,,Venezuela
Nanea,Criollo Blend,2013,85,U.S.A.,"3,5",,Hawaii
Nathan Miller,Peru,2014,72,U.S.A.,"2,25",,Peru
Nathan Miller,Hispaniola,2014,70,U.S.A.,"2,5",,Dominican Republic
Nathan Miller,Madagascar,2014,73.5,U.S.A.,"2,5",Trinitario,Madagascar
Nathan Miller,Ghana,2014,70,U.S.A.,"3,5",Forastero,Ghana
Neuhaus (Callebaut),Papua New Guinea,2010,70,Belgium,"2,5",Criollo,Papua New Guinea
Neuhaus (Callebaut),Manickchand Estate,2008,67,Belgium,"3,75",Trinitario,Trinidad
Neuhaus (Callebaut),Dark,2007,73,Belgium,1,,
Neuhaus (Callebaut),West Africa,2006,73,Belgium,2,Forastero,West Africa
Neuhaus (Callebaut),Sao Tome,2006,75,Belgium,"2,75",Forastero,Sao Tome
Neuhaus (Callebaut),Ocumare,2006,71,Belgium,3,Criollo,Venezuela
Nibble,Patanemo,2015,72,U.S.A.,"2,25",Criollo,Venezuela
Nibble,Elvesia P.,2015,72,U.S.A.,"2,75",Trinitario,Dominican Republic
Nibble,"Ambanja, Sambirano Valley",2015,72,U.S.A.,3,Trinitario,Madagascar
Nibble,Tumbes,2015,72,U.S.A.,3,Criollo,Peru
Night Owl,Peru,2013,75,U.S.A.,"2,75",,Peru
Night Owl,Ecuador,2013,75,U.S.A.,"3,5",,Ecuador
Noble Bean aka Jerjobo,Ghana,2014,75,U.S.A.,3,Forastero,Ghana
Noble Bean aka Jerjobo,Moho Valley,2014,75,U.S.A.,3,Trinitario,Belize
Noble Bean aka Jerjobo,Maranon Canyon,2014,75,U.S.A.,"3,25",Forastero (Nacional),Peru
Noir d' Ebine,Venezuela,2012,70,U.S.A.,3,,Venezuela
Noir d' Ebine,Ecuador,2012,70,U.S.A.,3,,Ecuador
Nova Monda,"La Patriota, cacao Indio, purple label",2012,70,Nicaragua,3,,Nicaragua
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",2012,75,Niacragua,"2,75",,Nicaragua
Nova Monda,"Punta Galera, cacao Nacional, gold label",2012,80,Nicaragua,"3,25",Forastero (Nacional),Ecuador
Nuance,"Ghana, 2013",2015,70,U.S.A.,"3,75",Forastero,Ghana
Nuance,"Ecuador, 2013",2015,70,U.S.A.,"2,75",Trinitario,Ecuador
Nuance,"Canoabo, 2013",2015,70,U.S.A.,3,Criollo,Venezuela
Nuance,"Sambirano Valley, 2012",2015,70,U.S.A.,"3,5",Trinitario,Madagascar
Nuance,La Red,2015,70,U.S.A.,"3,75",,Dominican Republic
Nugali,Fazenda Leolinda,2016,70,Brazil,"3,5",Trinitario (Scavina),Brazil
Oakland Chocolate Co.,Jamaica,2010,70,U.S.A.,"2,5",Trinitario,Jamaica
Obolo,Pangoa,2015,70,Chile,"3,75",Criollo,Peru
Obolo,"Pangoa, w/ nibs",2015,70,Chile,"3,75",Criollo,Peru
Ocelot,Virunga,2015,70,Scotland,"3,75",Forastero,Congo
Ocelot,Piura,2015,75,Scotland,4,Criollo,Peru
Ocho,Sang Yum Coop,2016,100,New Zealand,"2,75",,Samoa
Ocho,Sang Yum Coop,2016,70,New Zealand,"3,5",,Samoa
Ocho,"PNG, Devotion",2014,66,New Zealand,"2,75",,Papua New Guinea
Ocho,"PNG, Revolution",2014,70,New Zealand,3,,Papua New Guinea
Ocho,"PNG, Voodoo",2014,88,New Zealand,"3,25",,Papua New Guinea
Ocho,"PNG, Nib Bar",2014,74,New Zealand,"3,5",,Papua New Guinea
Ohiyo,"San Juan Estate, Gran Couva",2015,70,U.S.A.,"2,75",Trinitario,Trinidad
Ohiyo,Tanzania,2015,70,U.S.A.,3,,Tanzania
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",2011,70,Germany,"3,5",Criollo,Bolivia
Olive and Sinclair,Dominican Republic prototype,2010,72,U.S.A.,3,,Dominican Republic
Olive and Sinclair,Ghana prototype,2010,72,U.S.A.,3,Forastero,Ghana
Olive and Sinclair,Dark 67,2009,67,U.S.A.,"2,75",,"Ghana, Domin. Rep"
Olive and Sinclair,Dark 75,2009,75,U.S.A.,3,,"Ghana, Domin. Rep"
Olivia,Carribean-Raw,2011,76,Canada,2,,Carribean
Olivia,Carribean,2011,76,Canada,"2,75",,Carribean
Olivia,Carribean,2011,85,Canada,"2,75",,Carribean
Olivia,Carribean-Raw,2011,85,Canada,3,,Carribean
Omanhene,Ghana,2011,80,Ghana,"2,75",Forastero,Ghana
Omnom,"Kakao Kamili, Kilombero Valley",2016,70,Iceland,"3,75",Trinitario,Tanzania
Omnom,Papua New Guinea,2014,70,Iceland,3,,Papua New Guinea
Omnom,Madagascar,2014,66,Iceland,"3,5",Trinitario,Madagascar
organicfair,Maya Mountain,2013,74,Canada,"2,75",Trinitario,Belize
organicfair,La Red,2013,72,Canada,"2,75",,Dominican Republic
organicfair,Nicaraqua,2013,72,Canada,"2,75",Trinitario,Nicaragua
organicfair,Caribe,2013,72,Canada,3,,Dominican Republic
organicfair,Mindo,2013,72,Canada,3,Trinitario,Ecuador
Original Beans (Felchlin),Papua Kerafat,2014,68,Switzerland,"2,75",,Papua New Guinea
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",2014,80,Switzerland,"3,25",Blend,
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",2011,66,Switzerland,"3,75",,Bolivia
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",2009,70,Switzerland,3,Forastero,Congo
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",2009,75,Switzerland,3,Criollo,Peru
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",2009,68,Switzerland,"3,25",,Bolivia
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",2009,60,U.S.A.,3,Criollo,Hawaii
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",2006,60,U.S.A.,3,,Hawaii
Orquidea,Peru,2012,65,Peru,3,,Peru
Orquidea,Peru,2012,72,Peru,3,,Peru
Pacari,"Sierra Nevada, Tutu Iku",2016,70,Ecuador,4,,Colombia
Pacari,Garaua,2014,70,Ecuador,"3,25",,Ecuador
Pacari,Cumbia,2014,70,Ecuador,"3,5",,Ecuador
Pacari,Montubia,2014,70,Ecuador,"3,75",,Ecuador
Pacari,Tangara,2014,70,Ecuador,4,,Ecuador
Pacari,"Ecuador, raw",2012,85,Ecuador,"2,75",,Ecuador
Pacari,Piura,2012,70,Ecuador,4,,Peru
Pacari,Nube- prototype,2011,70,Ecuador,"3,5",,Ecuador
Pacari,Esmeraldas,2008,60,Ecuador,"2,5",Forastero (Arriba),Ecuador
Pacari,Manabi,2008,65,Ecuador,"2,75",Forastero (Arriba),Ecuador
Pacari,Los Rios,2008,72,Ecuador,3,Forastero (Arriba),Ecuador
Pacari,Raw,2008,100,Ecuador,2,Forastero (Arriba),Ecuador
Pacari,Raw,2008,70,Ecuador,"3,5",Forastero (Arriba),Ecuador
Palette de Bine,Lachua,2016,70,Canada,"2,75",,Guatemala
Palette de Bine,Maya Mtn,2016,72,Canada,3,Trinitario,Belize
Palette de Bine,"Silvestre, La Paz, Beni",2015,70,Canada,"3,25",,Bolivia
Palette de Bine,"San Juan Estate, Gran Couva",2015,70,Canada,"3,25",Trinitario,Trinidad
Palette de Bine,Kokoa Kamili,2015,72,Canada,"3,5",,Tanzania
Palette de Bine,Lam Dong,2015,72,Canada,"3,75",Trinitario,Vietnam
Palette de Bine,"Alto Beni, Palos Blancos",2014,72,Canada,"2,75",,Bolivia
Palette de Bine,Sambirano,2014,78,Canada,"3,75",Trinitario,Madagascar
Palette de Bine,"Camino Verde P., Balao, Guayas",2014,75,Canada,"2,75",,Ecuador
Palette de Bine,Duo- Gran Couva & Camino Verde,2014,75,Canada,"3,5",Blend,"Trinidad, Ecuador"
Palette de Bine,Gran Couva,2014,70,Canada,"3,75",Trinitario,Trinidad
Pangea,Matasawalevu,2016,76,Spain,3,,Fiji
Park 75,South America,2014,65,U.S.A.,"3,5",,South America
Parliament,Kilombero Valley,2016,70,U.S.A.,"3,25",,Tanzania
Parliament,"Lachua, Q'egchi families",2015,70,U.S.A.,"3,5",,Guatemala
Parliament,Alto Beni,2014,70,U.S.A.,3,,Bolivia
Parliament,Oko Caribe,2014,70,U.S.A.,"3,5",,Dominican Republic
Pascha,Peru,2013,55,Peru,"2,5",,Peru
Pascha,Peru,2013,70,Peru,"2,75",,Peru
Patric,Signature Blend,2011,70,U.S.A.,"3,75",Blend,
Patric,Madagascar,2009,75,U.S.A.,4,Trinitario,Madagascar
Patric,Madagascar,2009,67,U.S.A.,"3,5",Trinitario,Madagascar
Patric,"Rio Caribe, Paria Penninsula",2009,70,U.S.A.,"3,5",Trinitario,Venezuela
Patric,Madagascar,2007,70,U.S.A.,4,Trinitario,Madagascar
Patric,"Piura, Choc. Garage Exclusive",2013,67,U.S.A.,4,,Peru
Paul Young,"Madagascar, w/ shell",2014,73,U.K.,"2,25",Trinitario,Madagascar
Paul Young,"Madagascar, w/ shell",2014,64,U.K.,"2,75",Trinitario,Madagascar
Peppalo,Dominican Republic,2015,82,U.S.A.,3,,Dominican Republic
Pierre Marcolini,"Haut Penja, w/ nibs",2015,70,Belgium,"3,25",Forastero,Cameroon
Pierre Marcolini,Chuao,2010,75,Belgium,3,Criollo,Venezuela
Pierre Marcolini,Trinite,2010,75,Belgium,"3,25",Trinitario,Trinidad
Pierre Marcolini,"Baracoa, Cuba",2010,78,Belgium,"3,75","Criollo, Forastero",Cuba
Pierre Marcolini,"Peru, Las Pampas P.",2010,85,Belgium,3,Criollo,Peru
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",2009,72,Belgium,3,Forastero,Brazil
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",2009,72,Belgium,3,Criollo,Mexico
Pierre Marcolini,Cabosse,2007,70,Belgium,4,Blend,"Venezuela, Java"
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",2007,72,Belgium,"3,75",Forastero (Nacional),Ecuador
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",2007,72,Belgium,4,Trinitario,Madagascar
Pierre Marcolini,Fleur de Cacao,2007,85,Belgium,"3,5",Blend,Venezuela/ Ghana
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",2006,72,Belgium,4,Criollo,Mexico
Pierre Marcolini,"Kendem Lembu, Java",2006,72,Belgium,3,Criollo,Indonesia
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",2006,72,Belgium,4,Criollo,Venezuela
Pinellas,Wampusirpi Region,2016,80,U.S.A.,"2,5",,Honduras
Pitch Dark,Tenor,2015,62,U.S.A.,"2,5",,Nicaragua
Pitch Dark,Johe,2015,80,U.S.A.,"2,75",,Nicaragua
Pitch Dark,Chuno,2015,80,U.S.A.,"2,75","Criollo, Trinitario",Nicaragua
Pitch Dark,Nicalizo,2015,80,U.S.A.,"2,75",Trinitario,Nicaragua
Pitch Dark,Rugoso,2015,80,U.S.A.,"3,25",,Nicaragua
Pitch Dark,Akesson Estate,2014,73,U.S.A.,"3,25",Trinitario,Madagascar
Pitch Dark,Namau Village,2014,73,U.S.A.,"2,5",Trinitario,Fiji
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",2014,73,U.S.A.,"3,25",,Ecuador
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",2014,73,U.S.A.,"3,5",,Ecuador
Pomm (aka Dead Dog),"La Red, 2011",2012,76,U.S.A.,"2,5",,Dominican Republic
Pomm (aka Dead Dog),Peru,2012,82,U.S.A.,"2,75",Criollo,Peru
Potomac,"Oko Caribe, Duarte Province, 2016 H.",2016,70,U.S.A.,"3,75",,Domincan Republic
Potomac,"Cuyagua, 2013",2014,70,U.S.A.,"3,75",,Venezuela
Potomac,Upala w/ nibs,2011,70,U.S.A.,"3,5",Matina,Costa Rica
Potomac,"Upala, Batch 18",2011,70,U.S.A.,3,Matina,Costa Rica
Potomac,"San Martin, Amazonian Highlands",2011,70,U.S.A.,"2,75",,Peru
Potomac,Bahia,2011,70,U.S.A.,"3,5",,Brazil
Potomac,"Upala, Batch 12",2010,82,U.S.A.,"3,75",Matina,Costa Rica
Pralus,Peru,2015,75,France,"3,25",,Peru
Pralus,"Porcelana, S. of Lake Maracaibo",2011,75,France,"3,25",Criollo (Porcelana),Venezuela
Pralus,Chuao,2010,75,France,"3,5",Trinitario,Venezuela
Pralus,Cuyagua,2009,75,France,2,,Venezuela
Pralus,Papouasie,2008,75,France,3,Trinitario,Papua New Guinea
Pralus,"Sambirano Valley, Le 100%",2008,100,France,3,Criollo,Madagascar
Pralus,Dominican Republic-Organic,2008,75,France,2,,Dominican Republic
Pralus,"Monte Alegre, Diego Badero",2008,75,France,"3,5",,Brazil
